Unnamed: 0,title,allsides_summary_text,external_link,bias
20,Weezer bassist Scott Shriner’s wife arrested on suspicion of attempted murder after being shot by police,"Jillian Shriner, an author and the wife of Weezer bassist Scott Shriner, was involved in a situation with police that resulted in her being shot by law enforcement and subsequently arrested on suspicion of attempted murder, according to the Los Angeles Police Department.
The incident occurred on Tuesday afternoon in the East LA neighborhood of Eagle Rock, when officers attempting to track a suspect of an unrelated hit-and-run were in the rear yard of a residence and observed a woman in a “neighboring residence armed with a handgun,” an LAPD news release read....",https://edition.cnn.com/2025/04/09/entertainment/weezer-scott-jillian-shriner-shot-arrested/index.html,Lean Left
21,Trump-backed bill to stop 'rogue' judges passes House,"The House of Representatives passed a bill Wednesday to limit federal district judges' ability to affect Trump administration policies on a national scale.
The No Rogue Rulings Act, led by Rep. Darrell Issa, R-Calif., passed the House and limits district courts' power to issue U.S.-wide injunctions, instead forcing them to focus their scope on the parties directly affected in most cases.
All but one Republican lawmaker vot",https://www.foxnews.com/politics/trump-backed-bill-stop-rogue-judges-passes-house,Right
22,"Mike Huckabee, longtime Israel supporter, confirmed as US ambassador","Mike Huckabee, a staunch ideological ally of Israel, was confirmed by the Senate to serve as the United States’ ambassador to the country on Wednesday.
The former Arkansas governor and two-time presidential candidate was tapped by President Donald Trump for the post just after the November election. He has never previously worked in a diplomatic or national security role for any U.S. administration.",https://www.politico.com/news/2025/04/09/mike-huckabee-israel-ambassador-032907,Lean Left
23,Trump’s unconventional NASA pick signals Mars intentions in confirmation hearing,"President Donald Trump’s pick to run NASA, Jared Isaacman, made waves Wednesday by signaling his intention to create a new focus on Mars exploration.
A confirmation hearing for Isaacman — the billionaire CEO of payments platform company Shift4 who has twice paid to fly aboard SpaceX capsules — kicked off before the Senate Committee on Commerce, Science and Transportation at 10 a.m. ET. The committee is not expected to vote on Isaacman’s confirmation until after lawmakers reconvene from a two-week break that ends April 28.
During the hearing, Isaacman faced wide-ranging questions about how...",https://edition.cnn.com/2025/04/09/science/nasa-administrator-hearing-jared-isaacman/index.html,Lean Left
24,The Double Down or Deport Dilemma,"In a week that re-centered the Constitution, reinforced the law, and reignited the principle of national sovereignty, the U.S. Supreme Court handed the American people a massive win: a 5-4 ruling affirming the Trump administration’s right to deport dangerous foreign nationals using the Alien Enemies Act—a law that’s been on the books since 1798.
While the Biden era of border betrayal is finally behind us, the cleanup continues. And thankfully, that effort is now in the hands of Secretary of Homeland Security Kristi Noem, the former governor of South Dakota,...",https://townhall.com/columnists/kevinmccullough/2025/04/09/the-double-down-or-deport-dilemma-n2655234,Right
25,Navarro approach rubs GOP the wrong way amid trade war,"Peter Navarro’s bullish personality is rubbing some Trump allies the wrong way as he takes center stage in the battle over tariffs and butts heads with other top officials in the White House.
Some Republican lawmakers say Navarro’s temperament makes them nervous about where the trade war could take the U.S. economy.
“He’s so crass. His personality is so abrupt and so certain,” Sen. Kevin Cramer (R-N.D.) said. “If he was a doctor, you’d say he has a bad bedside manner.”
Notably, when President Trump on Wednesday imposed a 125 percent tariff...",https://thehill.com/homenews/administration/5241543-peter-navarro-gop-trade-war/,Center
26,House GOP cancels budget vote as hard-liners agitate for more spending cuts in Trump’s ‘beautiful’ bill,"House Republican leaders canceled a vote on the Senate’s budget resolution Wednesday night, as Speaker Mike Johnson came to terms with what had been clear for many hours: Too many Republicans would vote in opposition and the measure was bound to fail.
House GOP leaders continued to meet with holdouts late Wednesday and are considering tweaks to get fiscal hawks on board with the budget framework essential to passing President Donald Trump’s legislative agenda. But the outcome is a brutal blow for House GOP leaders and the president, who have...",https://www.politico.com/news/2025/04/09/house-gop-cancels-budget-vote-00283121,Lean Left
27,House Budget Hawks Are Right to Resist the Irresponsible Senate Plan,"House Speaker Mike Johnson was forced to postpone a scheduled Wednesday vote on a plan that will serve as a vehicle for legislation to extend President Trump’s tax cuts before they expire at the end of the year. Hours of arm-twisting could not convince a contingent of House Republicans, concerned about mounting debt, to go along with a Senate-passed resolution with a low floor for spending cuts. They are right to resist.
The federal debt held by the public is expected to reach 100 percent of the economy this year, the...",https://www.nationalreview.com/2025/04/house-budget-hawks-are-right-to-resist-the-irresponsible-senate-plan/,Lean Right
28,Democrats Question Social Security Administration Changes in Misleading Terms,"Abrupt changes in staffing and some procedures at the Social Security Administration, coupled with false and misleading claims about widespread fraud, have prompted heated criticism from Democrats, with some statements leaving the wrong impression that benefits are being cut. Experts share a concern that disorderly actions by the Trump administration could cause administrative errors and disruptions, but there has been no proposed change to benefits mandated by law.
Democrats have cited several concerning actions taken by the Trump administration with regard to the Social Security Administration. In late February, the...",https://www.factcheck.org/2025/04/democrats-question-social-security-administration-changes-in-misleading-terms/,Lean Left
29,Trump eased one trade war. Another may just be getting started.,"The United States and China have sharply raised tariffs on each other’s imports over the last week, raising the prospect of a long and painful trade war between the world’s two largest economies.
Even as investors rallied to his decision to pause “reciprocal” tariffs on imports from dozens of countries Wednesday, President Donald Trump raised tariffs on Chinese goods to 125 percent — an increase of more than 20 percent and his fourth tariff action against Beijing since January. President Xi Jinping has not backed down, either, retaliating by raising China’s tariffs on U.S.-made...",https://www.washingtonpost.com/business/2025/04/10/trump-china-tariffs-trade-war/,Lean Left
30,House delays budget vote after Johnson fails to sway GOP holdouts,"House Republicans scrapped a vote to advance President Donald Trump’s agenda after it was clear Speaker Mike Johnson (R-LA) did not have the GOP support needed to pass it on Wednesday night.
After huddling with a band of fiscal hawks who want a guarantee on deeper spending cuts, Johnson emerged from the meeting telling reporters they will aim to try again on Thursday.
“We have a small subset of members who weren’t totally satisfied with the product as it stands,” the speaker said. “So, we’re going to talk about maybe going to conference...",https://www.washingtonexaminer.com/news/house/3376116/house-delays-budget-vote-johnson-fails-sway-sway-gop-holdouts/,Lean Right
31,MSNBC Espouses Trump ‘Insider Trading’ Conspiracy Theory,"MSNBC seems to have found their latest outlet for their Trump-bashing fixation in the far-fetched conspiracy theory that the president’s recent tariff impositions were all a setup for insider trading beneficial to him and his close associates. On Thursday’s episode of The 11th Hour, host Stephanie Ruhle fleshed out this idea on the spot, based on the flimsiest of evidence, and refused to drop it even when her own panel tried to bring her down to earth a little.
“Well,” Ruhle began on the subject: 
[L]et's talk about the other thing that...",https://newsbusters.org/blogs/nb/david-milliken/2025/04/10/msnbc-espouses-trump-insider-trading-conspiracy-theory,Right
32,Democrats Can Be the Party That Wants to Make Americans Rich,"The polling is clear: Democratic voters hate tariffs. In a late March YouGov poll for CBS News, 88 percent of Democratic respondents said they oppose new tariffs on imported goods. That poll was taken before President Trump announced huge new tariffs on April 2 that caused the S&P 500 to dive 10 percent in two days and the American public to get a crash course in trade economics. After a week of financial market carnage, the president relented partly — he’s still proceeding with a 125 percent tariff on China...",https://www.nytimes.com/2025/04/10/opinion/trump-tariffs-democrats-free-trade.html,Left
33,“Art of the Deal”: Fox propagandists spin wildly for Trump’s “huge” tariff “win”,"Fox News’ propagandists cheered President Donald Trump’s tariff climbdown as a “huge win” that shows he was playing “3D chess” and executing the “Art of the Deal.” Meanwhile, reporters at outlets including Fox pointed out that Trump had “capitulated” out of fear that his unilateral imposition of massive taxes on all of our trading partners was triggering a collapse in the bond market.
Trump announced on Wednesday a 90-day pause on the massive tariffs he had proposed the previous week on dozens of countries and farcically described as “reciprocal,” with the countries instead subject to a...",https://www.mediamatters.org/tariffs-trade/art-deal-fox-propagandists-spin-wildly-trumps-huge-tariff-win,Left
34,"New Mexico governor activates National Guard, declares emergency over crime","New Mexico Gov. Michelle Lujan Grisham declared a state of emergency to address rising crime and the opioid crisis straining local law enforcement. Starting mid-May, 60 to 70 National Guard troops will assist Albuquerque police with non-law enforcement duties.
The governor says the deployment aims to support officers while they focus on community safety.
The ACLU of New Mexico warns the move could lead to increased profiling and the criminalization of vulnerable populations.",https://san.com/cc/new-mexico-governor-activates-national-guard-declares-emergency-over-crime/,Center
35,ICE chief thinks deportation system should be run like Amazon Prime ‘but with human beings’,"President Donald Trump’s head of Immigration and Customs Enforcement said he wants to see the deportation process look like ""[Amazon] Prime, but with human beings.""
ICE's Acting Director Todd Lyons made the remarks during the 2025 Border Security Expo at the Phoenix Convention Center on April 8, 2025, according to the Arizona Mirror.
His vision would see squads of ICE agents in trucks rounding people up and shipping them to other countries in the same way that Amazon ships packages.",https://www.independent.co.uk/news/world/americas/us-politics/ice-deportations-amazon-prime-b2730464.html,Lean Left
36,Fired College Professor Sues Tim Walz over Minnesota’s Covid Vaccine Mandate,"A former ethics professor at a taxpayer funded community college in Minnesota is suing Governor Tim Walz after he was fired for refusing to comply with the state's Covid-19 vaccine mandate for government employees and expressing his opinions on the matter to his students.
Professor Russell Stewart filed a complaint in federal court Wednesday against Walz and the leadership at Lake Superior College over his March 2022 termination for non-compliance with the Covid-19 vaccine mandate and a September 2021 email he sent to students explaining his position, National Review has...",https://www.nationalreview.com/news/fired-college-professor-sues-tim-walz-over-minnesotas-covid-vaccine-mandate/,Lean Right
37,Public libraries win: state lawmakers backpedal on funding cuts in budget bill,"Ohio lawmakers reversed proposed cuts to public library funding, promising increased funding next year.
The Public Library Fund will remain, but the funding amount will be determined by lawmakers, not a fixed percentage of state revenue.
Librarians across Ohio lobbied to protect state funding for local libraries.
State lawmakers on Tuesday reversed course on proposed cuts to public library funding and promised that every library will see an increase in money next year.",https://www.usatoday.com/story/news/state/2025/04/08/ohio-libraries-push-state-lawmakers-to-reject-cuts-in-budget-bill/82976290007/?gnt-cfr=1&gca-cat=p,Lean Left
38,House passes legislation to curb authority of ‘rogue’ district judges,"House Republicans have moved to limit the authority of federal judges, passing legislation Wednesday evening to prevent the issuing of nationwide injunctions.
The House voted 219-213 to pass the No Rogue Rulings Act to restrict federal judges from issuing far-reaching injunctions. Instead, rulings would only apply to the parties directly involved in the case.",https://www.washingtonexaminer.com/news/house/3376089/house-passes-legislation-curb-authority-rogue-district-judges/,Lean Right
39,"After Gaza protests, more colleges try out an old-fashioned ideal: Civility","It was an audacious proposal. In the fall of 2023, sophomore Alex Herz emailed the entire faculty of Stony Brook University. The New York campus was in turmoil. Pro-Palestinian protesters and Jewish students were having angry confrontations. Professors were also fighting among themselves. In response, Mr. Herz recommended instituting a forum for civil discourse.
“Some professors reached out to me on the side and said, ‘I like what you’re trying to do. Let’s talk,’” recalls Mr. Herz, who is Jewish.
The political science major subsequently launched a series of interactive...",https://www.csmonitor.com/USA/Education/2025/0410/gaza-protests-civility-stony-brook-vanderbilt-providence-college,Center
40,"House passes SAVE Act, requiring proof of U.S. citizenship for voter registration","The House of Representatives passed the Safeguard American Voter Eligibility (SAVE) Act on Thursday, which would require documentary proof of U.S. citizenship when registering to vote for federal elections.
The final vote was 220-208, with one Democrat absent due to medical issues. Four Democrats voted with all the Republicans in support of the bill. Four Republicans didn't vote.",https://justthenews.com/government/congress/house-passes-save-act-requiring-proof-us-citizenship-voter-registration,Lean Right
41,"Judge rules Newsmax published false, defamatory statements about Dominion Voting Systems","A judge in Delaware ruled this week that cable news channel Newsmax aired false and defamatory statements about Dominion Voting Systems as part of its coverage of the 2020 election.
Delaware Superior Court Judge Eric Davis’s ruling comes ahead of a jury trial that is slated to begin later this month in connection with the voting system provider’s defamation lawsuit against the conservative cable channel.",https://thehill.com/homenews/media/5242214-newsmax-defamation-case-dominion/,Center
42,Ex-NIH director and truck driver explore how to bridge divisions deepened by the pandemic,"Americans were sharply divided over the public health response to COVID-19, including masking, remote learning, business closures and vaccines. Five years after the start of the pandemic, Judy Woodruff sat down with two people on opposing sides of that divide trying to figure out how to move forward. It's part of her series, America at a Crossroads.
Geoff Bennett:
Americans were sharply divided over the public health response to COVID-19, things like masking, remote learning, business closures, and later vaccines.
Five years on from the start of the pandemic, Judy Woodruff recently sat down with two people on opposing sides of that divide trying to figure out how to move forward as part of her series America at a Crossroads.
Dr. Francis Collins, Former Director, National Institutes of Health: I will be honest. The first conversation, I thought, this is never going to work.",https://www.pbs.org/newshour/show/ex-nih-director-and-truck-driver-explore-how-to-bridge-divisions-deepened-by-the-pandemic,Lean Left
43,Elon Musk’s DOGE discovers millions in taxpayer dollars wasted on unemployment claims for ‘fake people’,"Elon Musk’s Department of Government Efficiency (DOGE) revealed in a bombshell finding that millions of dollars in unemployment claims have been going to “fake people” who haven’t even been born yet — some not even in this century.
DOGE claimed it reviewed an initial survey of unemployment claims since 2020 that found that 9,700 people whose birth dates aren’t for another 15 years have claimed $69 million in benefits.
In one absurd case, a person whose birthday was listed in the year 2154 claimed $41,000, according to an X post by...",https://nypost.com/2025/04/10/us-news/doge-says-millions-in-taxpayer-dollars-wasted-on-unemployment-claims-for-fake-people/,Lean Right
44,House Approves Trump Budget Blueprint After Winning Over GOP Holdouts,"House Republicans narrowly approved the blueprint for President Trump’s “one big, beautiful bill” after a late push by party leaders won over some holdouts who had worried that the plan doesn’t force deep enough spending cuts.
The 216-214 vote on Thursday marks a major step forward for Trump’s legislative agenda, and notches a much-needed win for the White House after Trump put some of his tariffs on hold a day earlier. House passage of the measure unlocks a procedural fast track for a bill later this year that would extend expiring tax cuts,...",https://www.wsj.com/politics/policy/house-approves-trump-budget-blueprint-after-winning-over-gop-holdouts-e70a283b?mod=hp_lead_pos2,Center
45,Wall Street loses more than half of Wednesday’s historic surge as US-China trade tensions escalate,"U.S. stocks are diving Thursday and surrendering much of their historic gains from the day before as President Donald Trump’s trade war continues to confuse and threaten the economy, even if its temperature has cooled a bit.
The S&P 500 was down 5% in midday trading, slicing into Wednesday’s surge of 9.5% following Trump’s decision to pause many of his tariffs worldwide. The Dow Jones Industrial Average was down 1,724 points, or 4.2%, as of 12:40 p.m. Eastern time, and the Nasdaq composite was 5.7% lower.",https://apnews.com/article/financial-markets-tariffs-trump-asia-d051e136201a2cc068a99ea2da167716,Left
46,China hits back at US and will raise tariffs on American goods from 84% to 125%,"China announced Friday that it will raise tariffs on U.S. goods from 84% to 125% — the latest salvo in an escalating trade war between the world’s two largest economies that has rattled markets and raised fears of a global slowdown.
While U.S. President Donald Trump paused import taxes this week for other countries, he raised tariffs on China and they now total 145%. China has denounced the policy as “economic bullying” and promised countermeasures. The new tariffs begin Saturday.",https://apnews.com/article/china-us-trump-tariffs-2e05057e973e1e26d1b95c5be003b4cd,Left
47,Letitia James Hits Donald Trump With New Lawsuit,"New York Attorney General Letitia James is leading a coalition of Democratic state attorneys general in suing the Trump administration to stop it from cutting off access to more than $1 billion in funding to address the long-term effects of the COVID-19 pandemic on K-12 students.
Newsweek has contacted the White House and the Department of Education for comment via emails sent outside regular business hours.",https://www.newsweek.com/letitia-james-donald-trump-lawsuit-2058424,Center
48,Ten Tariff Questions Never Asked,"1. President Donald Trump's so-called ""trade war.""
Many call the American effort to obtain either tariff parity or a reduction in the roughly $1 trillion trade deficit and 50 years of consecutive trade deficits a ""trade war."" But then what do they call the policies of the past half-century by Europe, Asia, China, and others to ensure asymmetrical tariffs, pseudo-health and security trade restrictions, and large surpluses?
A trade peace? Trade fairness?
2. Do nations prefer surpluses or deficits?
Why do most nations prefer trade surpluses and protective tariffs?",https://townhall.com/columnists/victordavishanson/2025/04/11/ten-tariff-questions-never-asked-n2655363,Lean Right
49,Newly-released memo from Rubio details government’s only evidence in effort to deport Mahmoud Khalil,"The federal government outlined evidence to support Mahmoud Khalil’s deportation order in a newly-released, two-page memo from Secretary of State Marco Rubio.
The memo says the Palestinian activist and Columbia University graduate is deportable because of his “beliefs, statements or associations” that would compromise US foreign policy interests. It was submitted Wednesday in response to a request from an immigration judge for evidence to support Khalil’s deportation case.",https://www.cnn.com/2025/04/10/us/mahmoud-khalil-evidence-deadline/index.html,Lean Left
50,Winners and losers from the Trump tariffs drama,"President Trump blinked on Wednesday, pausing most of the tariffs he had sought to put on nations around the world.
The one big exception is China, now the focus of an escalating trade war. American tariffs on China now total 145 percent while China has sought retribution with levies on U.S. imports that it raised to 125 percent in the early hours of Friday.
Trump’s retreat on the broader international tariffs came after trillions of dollars had been wiped from the value of U.S. equities, bond markets started blinking warning...",https://thehill.com/homenews/administration/5243790-trump-tariff-china-trade-war/,Center
51,Whistleblower tells Senate committee that Meta undermined US national security to cozy up to China,"A whistleblower on Wednesday told congressional lawmakers that Facebook founder Mark Zuckerberg and other executives lied to Congress as Meta actively tried to help China develop artificial intelligence in an effort to win favor with Beijing. 
Sarah Wynn-Williams, who detailed her experience at Meta in the scathing memoir ""Careless People,"" testified before the Senate Judiciary Subcommittee on Crime and Counterterrorism that she witnessed Zuckerberg and other executives ""repeatedly undermine US national security and betray American values,"" the New York Post reported. ",https://www.foxbusiness.com/politics/whistleblower-tells-senate-committee-meta-undermined-us-national-security-cozy-up-china,Lean Right
52,Trump is trying to quietly wrest control of a top federal civil rights board,"Donald Trump is trying to use a historic federal civil rights commission to advance his agenda on issues like alleged non-citizen voting, antisemitism on college campuses and transgender women in sports.
It would be a dramatic shift for the U.S. Commission on Civil Rights, which was created nearly 70 years ago to investigate discrimination and guide the development and enforcement of the nation’s civil rights laws. Its work was instrumental to the formation of the Civil Rights Act, the Voting Rights Act and the Americans with Disabilities Act.
To wrest...",https://www.politico.com/news/2025/04/11/trump-civil-rights-commission-00286049,Lean Left
53,A $1 Trillion Defense Budget Isn’t Enough,"As we’ve been running in place, our enemies have been building capacity.
President Trump likes big round numbers, and he’s endorsed one — $1 trillion — for the U.S. defense budget.
This is the right idea, and we’ll need even more soon enough.
It is the president’s wont to declare national emergencies, whether a given situation warrants it or not, but the state of our defenses is a true crisis. While the Pentagon hasn’t recovered from the post–Cold War drawdown and Obama-era strictures on its spending, foreign threats have been rising.
This...",https://www.nationalreview.com/2025/04/a-1-trillion-defense-budget-isnt-enough/,Right
54,See How Government Spending Is Up Even as Musk Touts Savings,"Federal spending is higher since President Trump took office even as the Department of Government Efficiency slashes contracts, cuts jobs and ends diversity programs.
A Wall Street Journal analysis of daily financial statements issued by the Treasury Department found government spending since the inauguration is $154 billion more than in the same period in 2024 during the administration of President Joe Biden.
DOGE claims cuts of $150 billion so far, but the Journal analysis found those efforts have yet to affect the bottom line.",https://www.wsj.com/politics/policy/trump-doge-government-spending-increases-5903992d?mod=hp_lead_pos7,Center
55,Independent Analyses Contradict Navarro’s $6 Trillion-Plus Tariff Revenue Estimate,"Before President Donald Trump paused some new tariffs that he unveiled on April 2, several economic groups estimated that tariffs he has announced this year could raise between roughly $2 trillion and more than $4 trillion in federal revenue over a 10-year period. But that’s well short of the $6 trillion or $7 trillion that White House trade adviser Peter Navarro claimed the tariffs would raise to help pay for tax cuts, including an extension of the 2017 tax law.
On April 6, during an interview on “Sunday Morning Futures,”...",https://www.factcheck.org/2025/04/independent-analyses-contradict-navarros-6-trillion-plus-tariff-revenue-estimate/,Lean Left
56,Will global climate action be a casualty of Trump’s tariffs?,"Donald Trump’s upending of the global economy has raised fears that climate action could emerge as a casualty of the trade war.
In the week that has followed “liberation day”, economic experts have warned that the swathe of tariffs could trigger a global economic recession, with far-reaching consequences for investors – including those behind the green energy projects needed to meet climate goals.
Fears of a prolonged global recession have also tanked oil and gas prices, making it cheaper to pollute and more difficult to justify investment in clean alternatives such...",https://www.theguardian.com/environment/2025/apr/11/global-climate-action-casualty-trump-tariffs,Left
57,Trump: DOGE Will Remain Active After Musk Leaves,"President Donald Trump recently told reporters on Air Force One that the Department of Government Efficiency will continue its mission after Elon Musk steps away.
“I would say Elon will stay for a certain period of time, and then he’s going to want to get back to his businesses full-time, but he’s done a fantastic job,” Trump said last week, according to the Washington Examiner. “We’re in no rush, but there will be a point at which time Elon is going to have to leave.”
According to the executive order Trump signed...",https://www.newsmax.com/newsfront/donald-trump-elon-musk-doge/2025/04/10/id/1206469/,Right
58,Why Beijing is not backing down on tariffs,"In response to why Beijing is not backing down to Donald Trump on tariffs, the answer is that it doesn't have to.
China's leaders would say that they are not inclined to cave in to a bully – something its government has repeatedly labelled the Trump administration as – but it also has a capacity to do this way beyond any other country on Earth.
Before the tariff war kicked in, China did have a massive volume of sales to the US but, to put it into context, this only...",https://www.bbc.com/news/articles/cjew7y4j724o,Center
59,Trump’s Tariffs Are Part of a ‘Tectonic Plate Shift’ in the Global Economy,"Here is how the last week or so went: President Donald Trump unveiled a half-baked package of gigantic tariffs — so half-baked that one of them was a tariff on a group of islands inhabited mainly by penguins — which threw the markets into chaos.
But the chaos was not simply the result of higher expected prices and supply chain disruptions. What markets hate is uncertainty. Financial crises are usually the result of some unexpected, uncontrollable shock that overwhelms the policymakers who are trying to maintain stability.
In this case,...",https://www.nytimes.com/2025/04/11/opinion/ezra-klein-podcast-peter-orszag.html,Left
0,Netanyahu visits Hungary in first EU trip amid domestic unrest in Israel and ICC warrant,"Domestic Unrest Plagues Israel, Hungary Ahead of Netanyahu's First EU Visit Since ICC Arrest Warrant Orbán and Netanyahu are reportedly expected to discuss the transfer of Hungary's embassy to Jerusalem, which would go against EU policy. Meanwhile, a pro-Palestinian foundation has called on European states to 'intercept' Netanyahu's plane and arrest him",https://haaretz.com/israel-news/2025-04-02/ty-article/.premium/netanyahu-visits-hungary-in-first-eu-trip-amid-domestic-unrest-in-israel-and-icc-warrant/00000195-f667-d101-a7bd-f7ff08120000,Lean Left
1,Supreme Court weighs South Carolina's ban of Planned Parenthood from Medicaid program,"The U.S. Supreme Court heard oral arguments Wednesday on whether South Carolina residents have a right to choose Planned Parenthood as a provider through the Medicaid Act as the state tries to exclude the nation's largest abortion provider from its Medicaid program. The justices heard oral arguments in the case of Medina v. Planned Parenthood South Atlantic, which deals with whether it's legal for South Carolina to ban abortion providers from Medicaid. John Bursch, senior counsel with the Alliance Defending Freedom, argued the case on behalf of South Carolina, saying...",https://christianpost.com/news/scotus-to-decide-if-south-carolina-can-defund-planned-parenthood.html,Lean Right
2,Trump told Cabinet that Elon Musk will leave administration in coming months,"President Donald Trump told Cabinet members last week that billionaire Elon Musk will leave his administration role in the coming months, NBC News reported Wednesday.
A senior government official told NBC that Musk — whose DOGE team is engaged in a controversial effort to slash federal spending — would leave at the end of a 130-day stint as a special government employee.",https://www.cnbc.com/2025/04/02/elon-musk-trump-doge-tesla-white-house-wisconsin-supreme-court.html,Lean Left
3,Four Senate Republicans join with Democrats to rebuke Trump tariff policy in key vote,"Four Senate Republicans joined with Democrats on Wednesday to deliver a rare bipartisan rebuke to President Donald Trump over trade policy.
The Senate adopted a resolution by a vote of 51 to 48 aimed at blocking the Trump administration’s proposed tariffs on Canadian imports. The four Republicans who voted with Democrats were: Sens. Rand Paul, who cosponsored the resolution, Susan Collins, Mitch McConnell and Lisa Murkowski.",https://www.cnn.com/2025/04/02/politics/senate-vote-tariffs-republicans-trump/index.html,Lean Left
4,"DHS Failed to Enroll 233,000 Unaccompanied Minors in Immigration Proceedings, Watchdog Finds","The Departments of Homeland Security and Health and Human Services lost track of tens of thousands of unaccompanied alien children, according to a recently released watchdog report.
Immigration and Customs Enforcement did not serve notices to appear for 233,000 children dating back to 2021, meaning they were not enrolled in immigration proceedings, the DHS inspector general said in a report filed last month. Of the children enrolled in immigration proceedings, 43,000 failed to appear for scheduled court appearances. Putting the children into immigration proceedings is one of the main ways...",https://www.nationalreview.com/news/dhs-failed-to-enroll-233000-unaccompanied-minors-in-immigration-proceedings-watchdog-finds/,Lean Right
5,"Myanmar's military declares a ceasefire as earthquake deaths pass 3,000","Myanmar's ruling military declared a temporary ceasefire in the country's civil war Wednesday to facilitate relief efforts following a 7.7 magnitude earthquake that has killed more than 3,000 people.
The surprise announcement by military leaders who also head the unelected government came late Wednesday on state television MRTV, which said the halt in fighting would run until April 22 to show compassion for people affected by Friday's quake.",https://www.npr.org/2025/04/03/nx-s1-5350471/myanmar-ceasefire-earthquake,Lean Left
6,"OnlyFans founder, crypto foundation submit late-stage bid to buy TikTok","A startup run by Tim Stokely, founder of adult content social media site OnlyFans, has partnered with a cryptocurrency foundation to submit a late-stage plan to acquire short video app TikTok from Chinese owner ByteDance, the two said on Wednesday.
The intent to bid was sent this week to the White House by Zoop, billionaire Stokely's new company, and the Hbar Foundation, which manages the Hedera cryptocurrency network's treasury.",https://www.reuters.com/technology/onlyfans-founder-crypto-foundation-submit-late-stage-bid-buy-tiktok-2025-04-02/,Center
7,Hungary says it will pull out of ICC as Orban hosts Israel’s Netanyahu – who is wanted by the court,"Hungary will withdraw from the International Criminal Court (ICC), its government said Wednesday, as the country’s Prime Minister Viktor Orban welcomed Israeli Prime Minister and ICC fugitive Benjamin Netanyahu to Budapest.
Netanyahu’s visit to Hungary marked the first time the Israeli leader stepped foot on European soil since the ICC issued an arrest warrant against him in May 2024.
The court said it had “reasonable grounds” to believe Netanyahu bears criminal responsibility for war crimes including “starvation as a method of warfare” and “the crimes against humanity of murder, persecution, and other...",https://edition.cnn.com/2025/04/03/world/hungary-withdraws-icc-intl,Lean Left
8,"Trump imposes a 10% baseline tariff, reciprocal tariffs on ‘worst offender’ nations","President Trump on Wednesday imposed a baseline tariff of 10% on all imports and additional, reciprocal levies on “worst-offender” nations in a bold restructuring of the global trading order he views as fundamentally unfair to the U.S. and calamitous for its workers.
Mr. Trump said the reciprocal tariffs will be roughly half the combined rate other nations charge on U.S. goods through tariffs and other barriers “because we are being very kind.” China’s rate of 67% would be met with a 34% rate from the U.S., and the EU’s 39% rate would be met...",https://www.washingtontimes.com/news/2025/apr/2/trump-imposes-10-baseline-tariff-reciprocal-tariffs-worst-offender/,Lean Right
9,"ActBlue adopted 'more lenient' donation standards, received foreign money during 2024 election cycle","The progressive fundraising platform ActBlue changed its donation policies twice during the 2024 election cycle to make its standards “more lenient” and received donations from foreign sources, a congressional investigation has found.",https://justthenews.com/government/congress/actblue-adopted-more-lenient-donation-standards-received-foreign-money-during,Lean Right
10,The FBI Admits They Knew the Hunter Biden Laptop Was Authentic From Day One,"This story isn’t over. Heads should roll over this elaborate plot to muzzle the Hunter Biden laptop story, which the FBI knew was authentic from day one. Michael Shellenberger, Alex Gutentag, and Catherine Herridge wrote in Public about the now-released, though heavily redacted chats, the bureau had among top officials and the agent who acted like the liaison between the FBI and Silicon Valley. The bureau had an extensive team working with social media companies to suppress certain opinions and stories while trying to influence public opinion. That operation has...",https://townhall.com/tipsheet/mattvespa/2025/04/03/the-fbi-admits-they-knew-the-hunter-biden-laptop-was-authentic-from-day-one-n2654878,Right
11,Speaker Johnson scrambles for solutions to parental proxy voting impasse,"Speaker Mike Johnson (R-La.) is scrambling to break the impasse over the push to allow proxy voting for new parents, as the standoff between GOP leadership and Rep. Anna Paulina Luna (R-Fla.) hardens.
A band of nine Republicans, led by Luna, joined with Democrats Tuesday to torpedo a vote on a procedural rule that included language to thwart the proxy voting effort, halting unrelated key legislative business on the House floor and prompting leadership to send lawmakers home for the week.
To re-open the floor, Johnson has to advance a procedural rule, which governs debate for legislation. First, however,...",https://thehill.com/homenews/house/5229322-proxy-voting-impasse-republicans-luna/,Center
12,‘This Could Get Much Uglier’: The Fatal Flaw in Trump’s Trade War,"President Donald Trump’s sweeping tariff regime will completely transform America’s economic relationship with the rest of the world, all in the name of revitalizing domestic manufacturing.
And yet, many businesses won’t be rushing to shift their supply chains to U.S. shores.
For all the detail in Trump’s Wednesday announcement, his endgame is still shrouded in confusion. That’s lethal for long-term investment, making confident planning all but impossible.
“If you want stuff being put in the ground, you have to tell people the price, and the price needs to be fully inclusive of the...",https://www.politico.com/news/magazine/2025/04/03/trump-tariffs-manufacturing-confusion-00267945,Lean Left
